review_clean,emotion_label,label,fold
"Rating: 1. Kategori: Electronics. Teks: barang tdk bs di pakai ,ring tune jg tidak bunyi.kecewa",sadness,4,4
"Rating: 5. Kategori: Kids and Baby Fashion. Teks: cakep banget. tapi salah pilih size mash kegedean di anak, tapi anak super happy. thanks",love,1,4
"Rating: 5. Kategori: Women's Fashion. Teks: ini sudah ke berapa kalinya beli daster disini dan selalu puas , thanks yaa.",love,1,0
Rating: 5. Kategori: Muslim Fashion. Teks: jahitan rapi.,happy,0,1
Rating: 1. Kategori: Computers and Laptops. Teks: kecewa lah.gk ada penyelesaian.di chat kg di bls di wa kg di bls. lari gitu aj sampah.,anger,2,4
Rating: 2. Kategori: Movies and Music. Teks: barang tidak sesuai dengan warna. saya mesan hitam di kasih warna brown. pengiriman lama. tapi barang bagus,fear,3,3
"Rating: 1. Kategori: Movies and Music. Teks: kecewa sama barangnya, suara yang di keluarin tidak bisa gede, padahal udah paling maksimal",sadness,4,2
"Rating: 4. Kategori: Books. Teks: puas , cuma untuk kemasanya kurang aman ya karena tidak pakai bublewrap , pakai map coklat gitu , mapnya sobek ujung nya untung bukunya aman",happy,0,1
Rating: 1. Kategori: Health. Teks: wangi amis tdk seperti merk lain,anger,2,4
"Rating: 2. Kategori: Health. Teks: pdhl beli tanggla 25,bilang ada souvenir,ternyata dtg cm susu nya doank.aaa payah",anger,2,3
"Rating: 2. Kategori: Sport. Teks: kurang memuaskan, pesan 2 matrass dengan motif yang sama tapi yang datang satunya tidak sesuai dengan deskripsi dan foto. tidak ada motipnya. dan seller tidak memberi solusi sampai saat ini.",anger,2,2
Rating: 5. Kategori: Beauty. Teks: cocok di kulit kering. aplikator mudah dipakai. packaging rapi. packaging aman . respon penjualnya top.,happy,0,4
"Rating: 2. Kategori: Muslim Fashion. Teks: emang harus hati2 belanja online ya, kayanya pas beli tidak ada tuh foto mukena kombinasi , tiba2 dikirim beda sama foto awal. untung tes beli 1 sebelum beli puluhan untuk dikasih keorang. cukup sekali saja beli disini. semoga bisa nemu toko yang amanah",fear,3,4
"Rating: 1. Kategori: Food and Drink. Teks: pelayanan buruk, barang yang dikirim tidak enak. jangan beli disini",fear,3,0
Rating: 4. Kategori: Phones and Tablets. Teks: respon penjualnya top.,happy,0,2
Rating: 5. Kategori: Electronics. Teks: packaging rapi. gampang dipakai. desainnya elegan . ada baret dikit tapi masi ok lah overall,happy,0,4
Rating: 5. Kategori: Kitchen. Teks: material produk bagus. produk sesuai. kualitas produk bagus. produk original.,happy,0,3
Rating: 1. Kategori: Toys and Hobbies. Teks: tidak bisa jalan kereta nya. anakqu jadi kecewa,sadness,4,4
Rating: 1. Kategori: Kids and Baby Fashion. Teks: tas nya nggk bagus bahan sablonan nya.maklum lah murahan.,sadness,4,4
"Rating: 5. Kategori: Automotive. Teks: bagus bgtt, modelny kecil, wrnnya bagus. sedotannya kuat",love,1,2
"Rating: 5. Kategori: Carpentry. Teks: barangnya bagus sesuai deskripsi, banyak batu filter penuh, mudah dipasang ? semoga awet. dan pengiriman cepet banget. seller recomended ?",love,1,2
Rating: 2. Kategori: Muslim Fashion. Teks: barang tidak smapai hilang di kurir .uang refund,fear,3,3
"Rating: 5. Kategori: Sport. Teks: sudah kesekian kali saya belanja produk atalon, sangat puas. pengirima cepat, produk original bahannya pun nyaman di pakai. pokoknya recommended buat pecinta olahraga lari dll.produk original . dijamin termurah. nyaman dipakai .",happy,0,1
Rating: 5. Kategori: Phones and Tablets. Teks: barangnya original . berfungsi dengan baik.,happy,0,4
Rating: 4. Kategori: Women's Fashion. Teks: produk sesuai dengan foto.,happy,0,1
"Rating: 5. Kategori: Men's Fashion. Teks: packing rapi,barang aman,kwalitas cukup baik,pengiriman cukup cepat,harga sesuai,barang ori,thank u seller,toped dan jasa pengiriman.positive job?",happy,0,1
"Rating: 5. Kategori: Tour and Travel. Teks: terima kasih kak, puas beli voucher tiket disini, recommended seller ?",love,1,4
"Rating: 1. Kategori: Phones and Tablets. Teks: tidak bs charging sama sekali. boro2 fast charging. kecewa. udah pakai kepala charger semia tidak bs charging, colok ke laptop yang tidak koneksi atau charging",sadness,4,2
Rating: 1. Kategori: Gaming. Teks: barang sampah. kecewa belanja disini. modbo rusak kok dikirim,anger,2,4
Rating: 2. Kategori: Kitchen. Teks: alatnya eror,sadness,4,0
"Rating: 1. Kategori: Computers and Laptops. Teks: tidak bener nih, harusnya yang dateng tuh meja utuh, malah baut2 tidak terpasang, dan baut2nya kecil banget. mau dilem ? ngaco nih !",anger,2,1
Rating: 2. Kategori: Women's Fashion. Teks: bahan terlalu tipis. jahitan kurang kuat. bs cpt sobek.,sadness,4,1
Rating: 5. Kategori: Mother and Baby. Teks: ini enak banget di pakai setelah caesar. di pakai saat duduk jg nyaman tidak bikin sakit. rekomen pokok nya.,happy,0,2
Rating: 1. Kategori: Party Supplies and Craft. Teks: jumbo ternyata setelah di buka ukuran nya cuma setengah kardusnya. ?,fear,3,1
Rating: 5. Kategori: Automotive. Teks: sudah sampai dan lengkap y gan. trins,happy,0,4
Rating: 1. Kategori: Toys and Hobbies. Teks: kaki mainan robot hulk pecah rusak. mohon dicek sblm kirim brh,fear,3,1
"Rating: 5. Kategori: Gaming. Teks: akhirnya bisa main mc online bareng temen, sellernya benar benar baik ngasih panduannya jelas banget. mantab pokoknya",love,1,0
Rating: 5. Kategori: Mother and Baby. Teks: puas blnj disni.bsok bli lgi.peking jga bgus.free kardus dan bubble didlamnya.trimksih,happy,0,2
"Rating: 5. Kategori: Tour and Travel. Teks: produk baik sesuai deskripsi, cs juga sangat responsive dan helpful. thank you",happy,0,2
Rating: 1. Kategori: Party Supplies and Craft. Teks: barang yang saya terima rusak.pecah tempat krayonnya.saya tidak tau itu kesalahan dari toko karena dikemasnya terlalu bersemangat atau bagian pengirimannya. kecewa.,sadness,4,3
Rating: 5. Kategori: Property. Teks: baaaaaaggggggggguuuuuuuuuuuuuuussssssssssssssssss,love,1,2
Rating: 5. Kategori: Women's Fashion. Teks: bahannya adem warnanya cantik ? tebalnya pas! jahitan rapi,happy,0,2
"Rating: 1. Kategori: Other Products. Teks: rescue from damage box, tidak guna jg, nyampe rumah, boxnya penyok2",anger,2,0
Rating: 5. Kategori: Automotive. Teks: mantap,love,1,1
Rating: 1. Kategori: Office & Stationery. Teks: kualitas kurang,sadness,4,4
Rating: 5. Kategori: Carpentry. Teks: efektif membunuh hama. barang sesuai deskripsi. packaging aman dan bagus.,happy,0,1
"Rating: 1. Kategori: Muslim Fashion. Teks: sangat amat kecewa beli baju dewasa yang dtng ukuran anak sd , moga berkah tuh duit",sadness,4,1
"Rating: 1. Kategori: Books. Teks: pelayanan penjual nya jelek, slow respon banget",anger,2,2
"Rating: 1. Kategori: Health. Teks: kirim barang yang dikirim salah, kata maaf pun tidak ada. barang lama sudah diterima barang baru kirimnya lama. ongkir juga tidak tanggung jawab. official store koq pelayanannya kaya begini, bikin kecewa banget !",sadness,4,1
"Rating: 2. Kategori: Men's Fashion. Teks: respon seller cepat, proses pengiriman cepat. model bahan ok, cuma kualitas jahitannya ! silahkan lihat gambar deh, banyak kerutan di jahitan pundak lengan kerah. jadi bingung mau pakai bajunya, tidak dipake mubazir, dipake ya malu juga. mohon jadi perhatian bagi seller. terima kasih.",fear,3,4
Rating: 1. Kategori: Sport. Teks: jelek jangan beli disini.kecewa.harga murah emang murahan bahannya.nyesal penjualnya,anger,2,2
"Rating: 5. Kategori: Office & Stationery. Teks: packing rapih, barang ori, berkualitas, harga murah",happy,0,0
Rating: 3. Kategori: Women's Fashion. Teks: bahan menyerap keringat. ringan dipakai,happy,0,0
Rating: 1. Kategori: Food and Drink. Teks: kue nya pas dateng dicoba asem.kue uda terlalu lama.di komplain ke penjual bilang nya bisa dikonsumsi dan dimakan. tidak ada tanggung jawab.,fear,3,4
Rating: 1. Kategori: Movies and Music. Teks: barang tidak sesuai gambar yang ditawarkan,sadness,4,4
Rating: 5. Kategori: Health. Teks: mantap sesuai.,happy,0,1
"Rating: 5. Kategori: Gaming. Teks: sudah beberapa kali belanja disini dan tidak pernah mengecewakan, baik pelayanan maupun produk dan packaging nya. barang sesuai dengan yang di request original. packaging nya bagus, dengan bubble wrap yang tebal juga dilapisi kardus, jadi aman deh selama pengiriman.",happy,0,4
Rating: 3. Kategori: Camera. Teks: bahannya kurang kuat sehingga pada saat mau pasang ke quick mount malah patah mekanisme penguncinya,sadness,4,1
"Rating: 5. Kategori: Kitchen. Teks: produk nya bagus, sesuai deskripsi ?",happy,0,4
Rating: 1. Kategori: Office & Stationery. Teks: highly not recomended seller! pesan apa yang dikirim apa. tidak ada itikad baik tanggung jawab dari seller. mohon teman2 yang lain agar lebih berhati2 ya.,fear,3,1
"Rating: 5. Kategori: Toys and Hobbies. Teks: barangnya kerennnn banget. sayangnya bungkusnya hanya plastik biasa. shg terkesan kurang premium. overall, kuereennnn. terimakasih",love,1,0
Rating: 1. Kategori: Toys and Hobbies. Teks: barang retak malas retur nanti lama lagi anaknya keburu sedih,sadness,4,1
"Rating: 1. Kategori: Party Supplies and Craft. Teks: penyok2 kardusnya, kayak beli pensil warna bekas",anger,2,3
"Rating: 5. Kategori: Books. Teks: pelayanannya mantap, dan respon penjual cekatan serta pengirimannya yang singkat. terimakasihhh atas layanan dan bonus buku cinta pergi",happy,0,1
Rating: 1. Kategori: Gaming. Teks: barang cacad. banyak dent. kabel usb adapter tidak jalan.,anger,2,2
"Rating: 2. Kategori: Kitchen. Teks: sudah dicoba dan tidak efek sama sekali, untuk proses pengiriman dari penjual cepat. terima kasih",sadness,4,1
Rating: 2. Kategori: Other Products. Teks: lubang nya jelek banget,anger,2,4
Rating: 1. Kategori: Computers and Laptops. Teks: jangan mau beli di sini. cek review penjualan nya banyak yang rusak di kirim. saya korban juga. cek foto barang yang saya order. supaya yang lain tidak jadi korban. kacau toko ini menjual barang rusak.,fear,3,4
"Rating: 1. Kategori: Party Supplies and Craft. Teks: seller tidak jujur. saya beli 2 macam barang, salah satu stok kosong tapi tidak diinfokan. tapi lgsg kirim yang satunya. pdhl sudah nunggu2. pikir penyelesaian gampang ya, buyer bisa tinggal minta refund. tapi saya rugi waktu dan ongkir.",fear,3,4
Rating: 1. Kategori: Mother and Baby. Teks: packingnya jelek sekali. handling produknya tidak bagus. mau kasih kado ke orang masa kardusnya jelek begini. biki. malu saja,anger,2,3
Rating: 2. Kategori: Mother and Baby. Teks: tidak ngerti kenapa bagian karetnya melilit. dan tidak bisa dilurusin. udah nyoba diputer puter tapi tetep tidak bisa. sedih asli.,sadness,4,1
Rating: 5. Kategori: Health. Teks: wanginya enak bangeettttt!,love,1,2
Rating: 4. Kategori: Books. Teks: sesuai deskripsi tapi pemrosesan untuk dikirim lama,happy,0,4
"Rating: 5. Kategori: Gaming. Teks: barang mulus, packingan ok, kelengkapan barang juga ok, tinggal kendala di tv sendiri wkwkwk, untuk masalah ps2nya rekomendasi lah bagi yang mau beli ps2 disini.",love,1,0
"Rating: 5. Kategori: Animal Care. Teks: produk oke, sesuai dengan foto dan keterangan",happy,0,2
Rating: 5. Kategori: Animal Care. Teks: mantap.wangi.udah beli beberapa kali. aman juga untuk hewan.,happy,0,2
"Rating: 4. Kategori: Kids and Baby Fashion. Teks: pengiriman cepat, tas tak mengecewakan",happy,0,3
"Rating: 1. Kategori: Computers and Laptops. Teks: barang rusak , tidak guna sama sekali . parah",anger,2,1
"Rating: 1. Kategori: Health. Teks: jangan lagi deh beli disini, udah minta pembatalan karena mau ganti alamat tapi hebatnya seller bisa menolak pembatalan secara sepihak tanpa konfirmasi",fear,3,2
Rating: 1. Kategori: Automotive. Teks: tidak nyaman dipakai.,sadness,4,0
Rating: 5. Kategori: Books. Teks: terimakasih barang sudah sampai dengan selamat,happy,0,3
Rating: 2. Kategori: Gaming. Teks: gan. kok ps nya baru kok udah mati2 sendiri tiba tiba. tombol hijaunya tiba tiba merah trus mati,fear,3,0
"Rating: 1. Kategori: Animal Care. Teks: proses dari pembelian ke pengiriman lamaaaaaaaaaaa, admin tidak sopan, slow respon. ancur parah nihh toko.",anger,2,0
"Rating: 3. Kategori: Sport. Teks: apabila pesanan tidak tersedia, jangan kirim selain yang dipesan walau hanya beda warna saya mencari warna merah, dikirim warna biru . mengecewakan.",sadness,4,0
Rating: 5. Kategori: Precious Metal. Teks: dijamin asli barangnya cuma packingnya pengirimannya sederhana sekali? sampai ada lembar soal anak sd,happy,0,0
Rating: 5. Kategori: Body Care. Teks: sabun nyaaa setelah di pakee mint nya kerasaa bangettt enk sih habis mandi kyk dingin gitu,love,1,2
"Rating: 3. Kategori: Household. Teks: barangnya agak ringkih dan kecil, dan saat masang perlu hati2 karena besi2nya agak tajam , karena saat kita masang kmrn jari2 kami sempat tergores ?",sadness,4,1
Rating: 5. Kategori: Toys and Hobbies. Teks: kualitas product bagus. material bagus. recomended. harga terjangkau.,happy,0,0
Rating: 5. Kategori: Muslim Fashion. Teks: enak dipakai cocok dengan wajah sy.mantap,happy,0,3
"Rating: 2. Kategori: Household. Teks: bentuknya bagus, cuman tidak nyimpen memory, kalau mati listrik atau abis batre, mesti setting ulang jam tanggal alarm dll.",fear,3,0
"Rating: 2. Kategori: Kitchen. Teks: tidak sesuai ekspektasi. klo buat simpan barang2 yang agak berat kurang recomended. dan prosesnya lama, klo prosesnya tidak sampe 2 hari mungkin sampe lebih cepat kali ya.",fear,3,1
Rating: 5. Kategori: Men's Fashion. Teks: nyaman dipakai. bahannya kuat. muat banyak barang. potongannya rapi. jahitannya rapi. ukuran sesuai. resletingnya lancar. bahannya ringan. modelnya keren .,happy,0,3
Rating: 3. Kategori: Electronics. Teks: ujung kabel colokan dari gagang telepon ke pesawat telepon sudah tidak bisa terpasang sempurna.,sadness,4,1
Rating: 1. Kategori: Health. Teks: saran saja kepada pihak penjual untuk cek terlebih dahulu barang yang mau dikirim jangan barang yang tidak sesuai dikirim.makan waktu saja.,fear,3,1
"Rating: 5. Kategori: Gaming. Teks: barang sesuai pesanan,pengiriman cepat,pengemasan sangat bagus,bubble wrap tebal?",happy,0,4
"Rating: 5. Kategori: Other Products. Teks: produk murah, sampai dengan selamat, dan wrapnya tebel. biar bintang yang bicara.",happy,0,2
Rating: 3. Kategori: Women's Fashion. Teks: kualitas produk kurang memuaskan,sadness,4,4
"Rating: 1. Kategori: Phones and Tablets. Teks: awalnya seneng karena barang cepat sampai dan bagus, ternyata belum sampai sebulan sudah rusak tidak bisa dipake lg ?",sadness,4,2
Rating: 4. Kategori: Kids and Baby Fashion. Teks: psen yang mix dikirimnya warna orange,sadness,4,0
Rating: 1. Kategori: Muslim Fashion. Teks: paketan nya sudah 9 hari belum sampai jg penjual d hub tidak bisa,sadness,4,3
"Rating: 2. Kategori: Electronics. Teks: barang pecah, ndak tau dari seller apa ekspedisinya, sayangnya saya selesaikan transaksinya sblm diunboxing, bgtu dibuka malah pecah. barang cm dilapisi satu lapis bublewarp tipis. . overall kecewa",sadness,4,4
"Rating: 5. Kategori: Body Care. Teks: packing bagus, puass",happy,0,4
"Rating: 5. Kategori: Kitchen. Teks: mantaps. murmer, gede, tidak pakai lengket2 ?",happy,0,3
Rating: 4. Kategori: Phones and Tablets. Teks: kemasan disegel. spesifikasi sesuai . warna sesuai pesanan.,happy,0,2
"Rating: 5. Kategori: Men's Fashion. Teks: positive seller, fast respon, fast delivery rapih tidak cacat, positive product diterima sesuai gambar serta deskripsi. recommeded seller!",love,1,3
"Rating: 1. Kategori: Beauty. Teks: pesen warna putih loh, yang dateng item ?",sadness,4,4
Rating: 2. Kategori: Muslim Fashion. Teks: tidak sesuai warna pesanan,fear,3,3
Rating: 1. Kategori: Carpentry. Teks: hati2 barang rusak di kirim,fear,3,2
Rating: 1. Kategori: Animal Care. Teks: barang pesan 3 kg dikirim 1kg brengsek,anger,2,2
Rating: 1. Kategori: Party Supplies and Craft. Teks: ada bagian yang sobek,sadness,4,2
Rating: 5. Kategori: Camera. Teks: barang yang dikirim mantapp. bahannya tebal dan tahan air. cocok untuk di air. seller juga fast respon. thx u,love,1,3
"Rating: 1. Kategori: Food and Drink. Teks: rasa udang rebon, semur ayam, lele, kikil, enak semua.tapi untuk ayam ungkepnya maaf bener2 mengecewakan. pertama kali saya buka boxnya baunya amis tidak fresh tercium, lalu saya goreng masih amis. barusan saya coba ungkep ulang dg bumbu ayam goreng dan saya goreng, ternyata masih tercium bau tidak enak terutama pada bagian tulangnya. padahal saya sudah langsung pesan 2 box dg kurir gojek instan. sudah ada hanya permintaan maaf dari penjual",sadness,4,2
Rating: 3. Kategori: Women's Fashion. Teks: baru mau di pakai clipnya copot,sadness,4,4
Rating: 2. Kategori: Camera. Teks: gampang lepas dan kurang nge grip di new fujifilm x t3 saya,sadness,4,1
Rating: 5. Kategori: Food and Drink. Teks: rasanya ok ?,happy,0,4
Rating: 1. Kategori: Men's Fashion. Teks: ganti bintang 5 jadi bintang 1 saja lah. pelayanan sangat buruk. sampe salah warna hal yang fatal sekali,sadness,4,2
Rating: 5. Kategori: Books. Teks: pengiriman standart dan buku sampai dengan aman,happy,0,3
Rating: 4. Kategori: Movies and Music. Teks: bagus simple cuma menurut saya kurang keras suaranya. tapi bagus ?,happy,0,1
"Rating: 5. Kategori: Men's Fashion. Teks: worth it lah sesuai harganya.fast respon dari penjual, fast shipping juga.recomend.thanks",love,1,2
Rating: 1. Kategori: Men's Fashion. Teks: kualitas barang jelek.penguncinya sudah patah saat baru dibuka.,anger,2,1
"Rating: 5. Kategori: Household. Teks: alhamdulillah, produk ini sangat membantu. yang biasanya membersihkan wc pakai sikat, berisik, kerak tertinggal pada sikat, kelihatan kotor. sekarang tergantikan dengan cooger sikat toilet ini. bahan karetnya membantu saya membersihkan wc disegala waktu, tidak lagi membangunkan anak saya yang masih bayi karena berisik bunyi sikat saat membersihkan toilet ember mandi. bahkan bisa membersihkan disela sela bagian dalam dudukan wc yang tidak bisa dijangkau sikat toilet konvensional . sedikit tips untuk menempelkan ke dinding keramik kamar mandi. setelah dibersihkan dengan lap kering tisu kering, bisa ditambahkan hair dryer korek api dibagian yang akan ditempel perekatnya. cara menempelkannya seperti memasang pelindung kaca layar hp. dikeluarkan bagian udara didalamnya dengan cara menempelkan bagian atas bagian bawah tergantung mana duluan . gosok2 pakai jari kuku udara didalamnya sampai tidak ada udara didalam perekatnya. cooger emang sesuai sama slogannya. rekomended jelas.",happy,0,1
"Rating: 3. Kategori: Men's Fashion. Teks: bagian dalam berantakan semua benang nya, seandainya bisa lebih bagus, tambah mahal sedikit pasti banyak yang mau ini, bagus luar nya",fear,3,1
"Rating: 5. Kategori: Computers and Laptops. Teks: barang bagus, berfungsi dengan baik, seler ramah, pengiriman cepat",happy,0,2
Rating: 1. Kategori: Body Care. Teks: bocor!,anger,2,0
Rating: 5. Kategori: Food and Drink. Teks: packaging baik. barang utuh dan sudah dikirim ke anggoto keluarga isoman. semoga membantu pemulihan. sering promo ya real food. sukses selalu ?,happy,0,4
Rating: 1. Kategori: Phones and Tablets. Teks: barang jelek sesuai harga,sadness,4,3
"Rating: 4. Kategori: Beauty. Teks: tepat waktu, harga cukup bersahabat masih dapat bonus jg",happy,0,1
"Rating: 1. Kategori: Camera. Teks: lehernya patah, seller nya tidak bisa ganti rugi. gatau di cek dulu apa tidak sebelum di kirim",fear,3,1
"Rating: 1. Kategori: Beauty. Teks: barang tidak sesuai yang dipesan. pesan yang aneka warna,ternyata yang datang hitam smua",sadness,4,1
Rating: 2. Kategori: Muslim Fashion. Teks: warnanya tidak sesuai,fear,3,3
Rating: 1. Kategori: Phones and Tablets. Teks: sebentar pakai sudah patah. aku pikir besi ternyata plastik,sadness,4,1
Rating: 1. Kategori: Carpentry. Teks: saya tidak terima barangnya sama sekali. padahal gojek instan. entah salah gojek apa toko. yang jelas saya udah komplain tapi by sistem diubah akhirnya dana diteruskan ke penjual. aneh! setelah dibantu tokopedia care akhirnya ketahuan salah kirim ke rumah orang lain. dan masih dalam proses pengecekan.,anger,2,2
Rating: 1. Kategori: Health. Teks: lama prosesnya,anger,2,3
"Rating: 1. Kategori: Party Supplies and Craft. Teks: order minggu sampainya rabu, lambat nya minta ampuun, di tanyain baru info kalau overload orderan, itupun baru selasa dikirim, tidak ada konfirmasi awal kalau overload orderan. tidak tanggungjawab.",anger,2,0
"Rating: 5. Kategori: Tour and Travel. Teks: fast respon, next bakal order lagi disini thank you",love,1,3
Rating: 1. Kategori: Mother and Baby. Teks: sangat mengecewakan. mengira dapat bonus ternyata zonk gara2 penawaran paksa ektra shipping. hati2 guys sama jebakan free ongkir ini yang ternyata menghilangkan menghapu bonus.,fear,3,0
Rating: 1. Kategori: Food and Drink. Teks: lama banget sampenya.pas nyampe jamuran gini.haduuh.parah deh,anger,2,1
Rating: 2. Kategori: Women's Fashion. Teks: pengiriman lama sekali. respon penjual jg lambat,sadness,4,4
"Rating: 5. Kategori: Automotive. Teks: barang cepat sampai, bolamnya awet dan terang banget, tokonya baik kurir baik, jangan ragu beli di toko ini.",happy,0,2
"Rating: 5. Kategori: Computers and Laptops. Teks: barangnya sudah sampai, cepet banget. recommended lah. tengkyuuu",love,1,4
Rating: 5. Kategori: Books. Teks: pengiriman cepat dan buku aman,happy,0,0
Rating: 5. Kategori: Party Supplies and Craft. Teks: bagus dan puas,happy,0,1
Rating: 5. Kategori: Phones and Tablets. Teks: barangnya original . suaranya jernih.,happy,0,1
Rating: 5. Kategori: Books. Teks: barang sampai dengan aman,happy,0,4
Rating: 5. Kategori: Automotive. Teks: produk sesuai deskripsi. variasi produk beragam. berfungsi dengan baik.,happy,0,0
Rating: 5. Kategori: Movies and Music. Teks: barang sudah sampai?,happy,0,1
"Rating: 2. Kategori: Carpentry. Teks: dikirim bor nya kurang satu. terus bukannya tinggal ngirim yang kurang, saya harus ngirim balik 1 kotak. buang2 ongkir. sengaja dibikin repot.",anger,2,1
"Rating: 5. Kategori: Office & Stationery. Teks: barang cepat banget diproses, dibungkusnya pun sangat rapi. mantap.bisa buat langganan ini .",love,1,0
"Rating: 1. Kategori: Party Supplies and Craft. Teks: gantungannya sangat tipis dan rentan patah,1 hari pakai sudah rusak",fear,3,3
"Rating: 1. Kategori: Phones and Tablets. Teks: pelayanan tidak baik. terdapat page flicker crash di kindle yang dibeli. setelah di complaint pihak penjual bilang itu hal yang normal dan disetiap kindle memang memiliki page flicker crash. namun, di deskripsi produk tidak di jelaskan tentang hal itu. di complaint baru di jelasin kalau itu normal. hati hati dalam memesan. minta deskripsi secara rinci dan detail sebelum membeli karena ini produk elektronik yang butuh di cek devicenya dan lain lain.",sadness,4,4
Rating: 5. Kategori: Food and Drink. Teks: sudah sering repeat order.mantap,love,1,3
Rating: 5. Kategori: Animal Care. Teks: reoderrrrr,love,1,3
"Rating: 1. Kategori: Beauty. Teks: pesanan sudah selesai apaan, orang barang tidak di terima, sudah ajukan komplain, nungguin lama, sampe saiki tidak dapat barang malah di minta penilaian barang. kecewa berat deh",anger,2,0
Rating: 5. Kategori: Health. Teks: barang sesuai pesanan dan dikirim cepat,happy,0,4
Rating: 1. Kategori: Food and Drink. Teks: bau banget kayak bau sampah,anger,2,1
"Rating: 1. Kategori: Party Supplies and Craft. Teks: minta rak tudung 4 tingkat yang di bubble malah celana dalem yang di dalam, baca pesannya dong. mikir.",anger,2,2
"Rating: 5. Kategori: Men's Fashion. Teks: bahannya adem,lembut,cocok dipakai dalam ruangan ber ac dan bisa terhindar dari gigitan nyamuk. jadi,rencana mau order warna lain lagi.",love,1,0
Rating: 4. Kategori: Kids and Baby Fashion. Teks: lumayanlah sesuai harga,happy,0,4
"Rating: 2. Kategori: Books. Teks: kecewa banget, barang lecet dan ada noda di sampul depan belakang, pengiriman lama banget pakai kurir antaraja hih. buat adminnya kalau barang jelek gini jangan dikirim, jadi malas mo baca bukunya",sadness,4,3
"Rating: 2. Kategori: Women's Fashion. Teks: tidak sesuai produknya sma di photo, bahannya kasar dan sama sekali tidak menyerap keringat, jadi tidak nyaman dipakainya, sejak beli lalu dicuci baru dipakai barusan banget, dan terpaksa harus dibuka lg krna gerah, tidak kepake deh jadinya ?",sadness,4,4
"Rating: 1. Kategori: Movies and Music. Teks: tidak bisa di pakai,",fear,3,3
Rating: 5. Kategori: Party Supplies and Craft. Teks: proses cepat!top . seller responsif.,love,1,2
"Rating: 1. Kategori: Toys and Hobbies. Teks: barang kecil banget, salah saya sih tapi ya gimana, namanya kecewa",sadness,4,4
Rating: 3. Kategori: Kids and Baby Fashion. Teks: bahan panas tidak menyerap keringat motif printan nya agak buram,sadness,4,2
Rating: 3. Kategori: Household. Teks: koper penyok. dari awal sudah pengen nambah bubble dus soalnya pengiriman luar jabodetabek. smoga jadi evaluasi seller.,fear,3,0
"Rating: 1. Kategori: Electronics. Teks: tidak recommend banget pelayanan ngk bagus dan tidak sesuai di foto, saya beli 2 tetapi lampu mati satu dan tidak lengkap",fear,3,2
Rating: 5. Kategori: Health. Teks: masker terfavorit tidak bikin uap dikacamata dan sangat nyaman dipakai. harga oke banget sekarang. mantap,love,1,4
"Rating: 5. Kategori: Books. Teks: pengiriman cepat, dibungkus rapi bubble wrap tebel, buku original, udah disampul rapih banget terbaik deh pokoknya!",love,1,4
Rating: 5. Kategori: Mother and Baby. Teks: trimkasih bonus nya,happy,0,2
"Rating: 1. Kategori: Phones and Tablets. Teks: touchscreenya tidak fungsi, saran saja sebelum dikasih ke konsumen ada baiknya di tes terlebih dahulu",fear,3,0
"Rating: 3. Kategori: Gaming. Teks: mohon maaf saya kasih bintang 3 karena ada beberapa kendala 1. tidak disertakan batery di nunchaku sedikitpun ataupun intruksi menggunakan batery jenis apa. 2. mohon dibuat panduan ringkas ketika di menu awal untuk mulai permainan harus kemana dan nantinya tampilan seperti apa karena dengan tidak ada panduanya seringkali hang,usb tidak terbaca bahkan gambar semut yang solusinya usb tersebut dilepas dan dipasang kembali baru bisa. 3. untuk sensor saya mendapat sedikit retak untuk kedepanya mohon bisa di infokan bila ada minus",sadness,4,1
Rating: 5. Kategori: Camera. Teks: sudah kesekian kalinya pesen green screen di sini. dan tetap selalu puas dengan pelayanan dan produknya?,love,1,3
"Rating: 1. Kategori: Men's Fashion. Teks: beli barang tapi barang nya sendiri tidak pernah datang, sementara status selesai pengembalian uang belum juga dilakukan sampai saat ini",fear,3,1
Rating: 5. Kategori: Health. Teks: pengiriman aman dan lmyn cepat. barang diterima jg bagus,happy,0,4
Rating: 5. Kategori: Tour and Travel. Teks: packing cepat respond cepat,happy,0,3
"Rating: 1. Kategori: Computers and Laptops. Teks: pesan tanggal 2 maret jam 9 pakai pengiriman instant, sampai nya tanggal 3 maret. padahal sudah bayar mahal, dikirimnya keesokan harinya. bukan salah pengantarnya, driver go send nya sudah mengantarkan paket dengan baik. tapi durasi proses dari toko sangat lama. padahal butuhnya tanggal 2 maret makanya saya pilih pengiriman instant. saya juga sudah tanya pihak toko jika paket bisa dikirim hari itu juga atau tidak, jawabannya bisa. tapi kenyataannya paket saya tidak dikirim pada hari itu juga. kalau tidak bisa dikirim hari itu juga ya bilang. saya juga sudah ajukan cancel pesanan juga tidak ada respon dari penjual. pelayanan sangat sangat buruk. tidak recommended. semoga lebih baik lagi kedepannya.",fear,3,3
Rating: 5. Kategori: Electronics. Teks: alhamdulillah bos barangnya sesuai pesanan nyampe dalam waktu 3 hari luar biasa terima kasih banyak semoga lancar jaya dan untuk teman teman jangan ragu untuk belanja di toko ini terima kasih,love,1,0
Rating: 2. Kategori: Phones and Tablets. Teks: waktu sampe udah rusak,sadness,4,4
